Family,Father,Mother,Gender,Height,Kids,Father(cm),mother(cm),Height(cm)
124,69,61,F,62,9,175.26,154.94,157.48
125,69,60,M,70.5,3,175.26,152.4,179.07
125,69,60,F,68,3,175.26,152.4,172.72
125,69,60,F,62.5,3,175.26,152.4,158.75
126,69,60,M,69,4,175.26,152.4,175.26
126,69,60,M,66,4,175.26,152.4,167.64
126,69,60,F,61.7,4,175.26,152.4,156.718
126,69,60,F,60.5,4,175.26,152.4,153.67
127,69,60.5,M,69.5,1,175.26,153.67,176.53
128,68.7,70.5,M,71,2,174.498,179.07,180.34
128,68.7,70.5,F,61.7,2,174.498,179.07,156.718
129,68.5,67,M,73,3,173.99,170.18,185.42
129,68.5,67,M,71,3,173.99,170.18,180.34
129,68.5,67,F,67,3,173.99,170.18,170.18
130,68.5,66.5,M,70,11,173.99,168.91,177.8
130,68.5,66.5,M,69,11,173.99,168.91,175.26
130,68.5,66.5,M,69,11,173.99,168.91,175.26
130,68.5,66.5,M,68.7,11,173.99,168.91,174.498
130,68.5,66.5,M,68.5,11,173.99,168.91,173.99
130,68.5,66.5,M,68.5,11,173.99,168.91,173.99
130,68.5,66.5,M,68,11,173.99,168.91,172.72
130,68.5,66.5,M,68,11,173.99,168.91,172.72
130,68.5,66.5,M,68,11,173.99,168.91,172.72
130,68.5,66.5,F,63.2,11,173.99,168.91,160.528
131,68,65,M,67.5,2,172.72,165.1,171.45
131,68,65,M,66,2,172.72,165.1,167.64
132,68,65.5,M,66,2,172.72,166.37,167.64
132,68,65.5,F,64,2,172.72,166.37,162.56
133,68,65.5,M,71.7,7,172.72,166.37,182.118
133,68,65.5,M,71.5,7,172.72,166.37,181.61
133,68,65.5,M,70.7,7,172.72,166.37,179.578
133,68,65.5,M,65.5,7,172.72,166.37,166.37
133,68,65.5,F,66.5,7,172.72,166.37,168.91
133,68,65.5,F,65.2,7,172.72,166.37,165.608
133,68,65.5,F,61.5,7,172.72,166.37,156.21
134,68,65,M,72,4,172.72,165.1,182.88
134,68,65,M,72,4,172.72,165.1,182.88
134,68,65,F,68,4,172.72,165.1,172.72
134,68,65,F,66,4,172.72,165.1,167.64
135,68.5,65,M,69.2,8,173.99,165.1,175.768
135,68.5,65,M,68,8,173.99,165.1,172.72
135,68.5,65,M,66,8,173.99,165.1,167.64
135,68.5,65,M,66,8,173.99,165.1,167.64
135,68.5,65,F,62,8,173.99,165.1,157.48
135,68.5,65,F,61.5,8,173.99,165.1,156.21
135,68.5,65,F,61,8,173.99,165.1,154.94
135,68.5,65,F,60,8,173.99,165.1,152.4
136,68,64,M,71,10,172.72,162.56,180.34
136,68,64,M,68,10,172.72,162.56,172.72
136,68,64,M,68,10,172.72,162.56,172.72
136,68,64,M,67,10,172.72,162.56,170.18
136,68,64,F,65,10,172.72,162.56,165.1
136,68,64,F,64,10,172.72,162.56,162.56
136,68,64,F,63,10,172.72,162.56,160.02
136,68,64,F,63,10,172.72,162.56,160.02
136,68,64,F,62,10,172.72,162.56,157.48
136,68,64,F,61,10,172.72,162.56,154.94
137,68,64,M,66,4,172.72,162.56,167.64
137,68,64,M,63,4,172.72,162.56,160.02
137,68,64,F,65.5,4,172.72,162.56,166.37
137,68,64,F,62,4,172.72,162.56,157.48
138,68,64,M,71.2,5,172.72,162.56,180.848
138,68,64,M,71.2,5,172.72,162.56,180.848
138,68,64,M,69,5,172.72,162.56,175.26
138,68,64,M,68.5,5,172.72,162.56,173.99
138,68,64,F,62.5,5,172.72,162.56,158.75
139,68,64.5,F,62,1,172.72,163.83,157.48
140,68,64,M,69,10,172.72,162.56,175.26
140,68,64,M,67,10,172.72,162.56,170.18
140,68,64,M,66,10,172.72,162.56,167.64
140,68,64,F,66,10,172.72,162.56,167.64
140,68,64,F,66,10,172.72,162.56,167.64
140,68,64,F,65,10,172.72,162.56,165.1
140,68,64,F,65,10,172.72,162.56,165.1
140,68,64,F,65,10,172.72,162.56,165.1
140,68,64,F,64,10,172.72,162.56,162.56
140,68,64,F,63,10,172.72,162.56,160.02
141,68,63,M,70.5,8,172.72,160.02,179.07
141,68,63,M,70,8,172.72,160.02,177.8
141,68,63,M,68,8,172.72,160.02,172.72
141,68,63,M,66,8,172.72,160.02,167.64
141,68,63,M,66,8,172.72,160.02,167.64
141,68,63,F,66,8,172.72,160.02,167.64
141,68,63,F,62,8,172.72,160.02,157.48
141,68,63,F,61.5,8,172.72,160.02,156.21
142,68.5,63.5,M,73.5,4,173.99,161.29,186.69
142,68.5,63.5,M,70,4,173.99,161.29,177.8
142,68.5,63.5,M,69.5,4,173.99,161.29,176.53
142,68.5,63.5,F,65.5,4,173.99,161.29,166.37
143,68,63,M,67,1,172.72,160.02,170.18
144,68,63,M,70,4,172.72,160.02,177.8
144,68,63,M,68,4,172.72,160.02,172.72
144,68,63,F,64.5,4,172.72,160.02,163.83
144,68,63,F,64,4,172.72,160.02,162.56
145,68,63,M,71,8,172.72,160.02,180.34
145,68,63,M,68,8,172.72,160.02,172.72
145,68,63,M,66,8,172.72,160.02,167.64
145,68,63,M,65.5,8,172.72,160.02,166.37
145,68,63,M,65,8,172.72,160.02,165.1
145,68,63,F,63,8,172.72,160.02,160.02
145,68,63,F,62,8,172.72,160.02,157.48
145,68,63,F,62,8,172.72,160.02,157.48
146,68,63,M,67,6,172.72,160.02,170.18
146,68,63,M,67,6,172.72,160.02,170.18
146,68,63,M,66,6,172.72,160.02,167.64
146,68,63,F,64,6,172.72,160.02,162.56
146,68,63,F,63.5,6,172.72,160.02,161.29
146,68,63,F,61,6,172.72,160.02,154.94
147,68.5,63.5,M,68.2,1,173.99,161.29,173.228
148,68,63,M,70,1,172.72,160.02,177.8
149,68.2,63.5,M,70,5,173.228,161.29,177.8
149,68.2,63.5,M,69,5,173.228,161.29,175.26
149,68.2,63.5,M,67,5,173.228,161.29,170.18
149,68.2,63.5,M,65.5,5,173.228,161.29,166.37
149,68.2,63.5,F,64.5,5,173.228,161.29,163.83
150,68,62.5,M,68.5,1,172.72,158.75,173.99
151,68.7,62,M,67.7,2,174.498,157.48,171.958
151,68.7,62,F,61.7,2,174.498,157.48,156.718
152,68,62.5,M,66.5,1,172.72,158.75,168.91
153,68,61,M,68.5,5,172.72,154.94,173.99
153,68,61,M,68,5,172.72,154.94,172.72
153,68,61,M,64,5,172.72,154.94,162.56
153,68,61,F,63.5,5,172.72,154.94,161.29
153,68,61,F,63,5,172.72,154.94,160.02
154,68,60.2,M,66.7,1,172.72,152.908,169.418
155,68,60,M,64,7,172.72,152.4,162.56
155,68,60,F,61,7,172.72,152.4,154.94
155,68,60,F,61,7,172.72,152.4,154.94
155,68,60,F,60,7,172.72,152.4,152.4
155,68,60,F,60,7,172.72,152.4,152.4
155,68,60,F,60,7,172.72,152.4,152.4
155,68,60,F,56,7,172.72,152.4,142.24
156,68,60,M,67.5,4,172.72,152.4,171.45
156,68,60,M,67,4,172.72,152.4,170.18
156,68,60,M,66.5,4,172.72,152.4,168.91
156,68,60,F,60,4,172.72,152.4,152.4
157,68.5,59,M,69,1,173.99,149.86,175.26
158,68,59,M,68,10,172.72,149.86,172.72
158,68,59,M,65,10,172.72,149.86,165.1
158,68,59,M,64.7,10,172.72,149.86,164.338
158,68,59,M,64,10,172.72,149.86,162.56
158,68,59,M,64,10,172.72,149.86,162.56
158,68,59,M,63,10,172.72,149.86,160.02
158,68,59,F,65,10,172.72,149.86,165.1
158,68,59,F,65,10,172.72,149.86,165.1
158,68,59,F,62,10,172.72,149.86,157.48
158,68,59,F,61,10,172.72,149.86,154.94
159,67,66.2,M,72.7,5,170.18,168.148,184.658
159,67,66.2,M,72.7,5,170.18,168.148,184.658
159,67,66.2,M,71.5,5,170.18,168.148,181.61
159,67,66.2,F,65.5,5,170.18,168.148,166.37
159,67,66.2,F,63.5,5,170.18,168.148,161.29
160,67,66.5,M,71,1,170.18,168.91,180.34
162,67,65,M,69.7,6,170.18,165.1,177.038
162,67,65,M,67.5,6,170.18,165.1,171.45
162,67,65,F,65.5,6,170.18,165.1,166.37
162,67,65,F,65,6,170.18,165.1,165.1
162,67,65,F,64.5,6,170.18,165.1,163.83
162,67,65,F,63.5,6,170.18,165.1,161.29
163,67,65.5,M,70,5,170.18,166.37,177.8
163,67,65.5,M,69,5,170.18,166.37,175.26
163,67,65.5,F,65.5,5,170.18,166.37,166.37
163,67,65.5,F,65.5,5,170.18,166.37,166.37
163,67,65.5,F,63,5,170.18,166.37,160.02
164,67,65.5,M,70,4,170.18,166.37,177.8
164,67,65.5,M,67.7,4,170.18,166.37,171.958
164,67,65.5,F,63,4,170.18,166.37,160.02
164,67,65.5,F,60,4,170.18,166.37,152.4
165,67,65,M,65,3,170.18,165.1,165.1
165,67,65,F,62,3,170.18,165.1,157.48
165,67,65,F,62,3,170.18,165.1,157.48
166,67.5,65,M,71,11,171.45,165.1,180.34
166,67.5,65,M,69,11,171.45,165.1,175.26
166,67.5,65,F,64,11,171.45,165.1,162.56
166,67.5,65,F,64,11,171.45,165.1,162.56
166,67.5,65,F,63,11,171.45,165.1,160.02
166,67.5,65,F,63,11,171.45,165.1,160.02
166,67.5,65,F,63,11,171.45,165.1,160.02
166,67.5,65,F,63,11,171.45,165.1,160.02
166,67.5,65,F,63,11,171.45,165.1,160.02
166,67.5,65,F,62.5,11,171.45,165.1,158.75
166,67.5,65,F,62,11,171.45,165.1,157.48
167,67,64,M,71.5,4,170.18,162.56,181.61
167,67,64,M,70,4,170.18,162.56,177.8
167,67,64,M,67,4,170.18,162.56,170.18
167,67,64,M,67,4,170.18,162.56,170.18
168,67,63.5,M,71,8,170.18,161.29,180.34
168,67,63.5,M,70.2,8,170.18,161.29,178.308
168,67,63.5,M,69.2,8,170.18,161.29,175.768
168,67,63.5,M,68.5,8,170.18,161.29,173.99
168,67,63.5,M,68,8,170.18,161.29,172.72
168,67,63.5,M,67,8,170.18,161.29,170.18
168,67,63.5,M,65.5,8,170.18,161.29,166.37
168,67,63.5,F,63.5,8,170.18,161.29,161.29
169,67,63,M,69,3,170.18,160.02,175.26
169,67,63,M,68,3,170.18,160.02,172.72
169,67,63,F,63,3,170.18,160.02,160.02
170,67.5,62,M,70,5,171.45,157.48,177.8
170,67.5,62,M,69.5,5,171.45,157.48,176.53
170,67.5,62,M,69,5,171.45,157.48,175.26
170,67.5,62,M,68.5,5,171.45,157.48,173.99
170,67.5,62,F,66,5,171.45,157.48,167.64
171,67,61,M,67,1,170.18,154.94,170.18
172,66,67,M,70.5,8,167.64,170.18,179.07
172,66,67,M,70.5,8,167.64,170.18,179.07
172,66,67,M,67,8,167.64,170.18,170.18
172,66,67,M,66,8,167.64,170.18,167.64
172,66,67,M,66,8,167.64,170.18,167.64
172,66,67,F,62,8,167.64,170.18,157.48
172,66,67,F,62,8,167.64,170.18,157.48
172,66,67,F,61.5,8,167.64,170.18,156.21
173,66,67,M,72,9,167.64,170.18,182.88
173,66,67,M,65,9,167.64,170.18,165.1
173,66,67,M,65,9,167.64,170.18,165.1
173,66,67,F,67,9,167.64,170.18,170.18
173,66,67,F,64,9,167.64,170.18,162.56
173,66,67,F,64,9,167.64,170.18,162.56
173,66,67,F,62,9,167.64,170.18,157.48
173,66,67,F,60,9,167.64,170.18,152.4
173,66,67,F,60,9,167.64,170.18,152.4
174,66,66,M,66,5,167.64,167.64,167.64
174,66,66,M,65,5,167.64,167.64,165.1
174,66,66,F,67,5,167.64,167.64,170.18
174,66,66,F,66.5,5,167.64,167.64,168.91
174,66,66,F,65.5,5,167.64,167.64,166.37
175,66,66,M,72,6,167.64,167.64,182.88
175,66,66,M,68,6,167.64,167.64,172.72
175,66,66,F,66,6,167.64,167.64,167.64
175,66,66,F,65,6,167.64,167.64,165.1
175,66,66,F,62,6,167.64,167.64,157.48
175,66,66,F,61,6,167.64,167.64,154.94
176,66.5,65,M,68.7,8,168.91,165.1,174.498
176,66.5,65,M,68.5,8,168.91,165.1,173.99
176,66.5,65,M,66.5,8,168.91,165.1,168.91
176,66.5,65,M,64.5,8,168.91,165.1,163.83
176,66.5,65,F,62.5,8,168.91,165.1,158.75
176,66.5,65,F,60.5,8,168.91,165.1,153.67
176,66.5,65,F,60.5,8,168.91,165.1,153.67
176,66.5,65,F,57.5,8,168.91,165.1,146.05
177,66,65.5,M,72,5,167.64,166.37,182.88
177,66,65.5,M,71,5,167.64,166.37,180.34
177,66,65.5,M,67,5,167.64,166.37,170.18
177,66,65.5,F,66,5,167.64,166.37,167.64
177,66,65.5,F,65,5,167.64,166.37,165.1
178,66,63,M,70,1,167.64,160.02,177.8
179,66,63.5,F,64.5,2,167.64,161.29,163.83
179,66,63.5,F,62,2,167.64,161.29,157.48
180,66.5,63,M,67.2,6,168.91,160.02,170.688
180,66.5,63,M,67,6,168.91,160.02,170.18
180,66.5,63,M,65,6,168.91,160.02,165.1
180,66.5,63,F,65,6,168.91,160.02,165.1
180,66.5,63,F,65,6,168.91,160.02,165.1
180,66.5,63,F,63,6,168.91,160.02,160.02
181,66.5,62.5,M,70,7,168.91,158.75,177.8
181,66.5,62.5,M,68,7,168.91,158.75,172.72
181,66.5,62.5,F,63.5,7,168.91,158.75,161.29
181,66.5,62.5,F,62.5,7,168.91,158.75,158.75
181,66.5,62.5,F,62.5,7,168.91,158.75,158.75
181,66.5,62.5,F,62.5,7,168.91,158.75,158.75
181,66.5,62.5,F,62.5,7,168.91,158.75,158.75
182,66,61.5,M,70,1,167.64,156.21,177.8
183,66,60,M,68,4,167.64,152.4,172.72
183,66,60,M,67,4,167.64,152.4,170.18
183,66,60,M,65,4,167.64,152.4,165.1
183,66,60,F,60,4,167.64,152.4,152.4
184,66,60,M,65,1,167.64,152.4,165.1
185,66,59,M,68,15,167.64,149.86,172.72
185,66,59,M,67,15,167.64,149.86,170.18
185,66,59,M,66.5,15,167.64,149.86,168.91
185,66,59,M,66,15,167.64,149.86,167.64
185,66,59,M,65.7,15,167.64,149.86,166.878
185,66,59,M,65.5,15,167.64,149.86,166.37
185,66,59,M,65,15,167.64,149.86,165.1
185,66,59,F,65,15,167.64,149.86,165.1
185,66,59,F,64,15,167.64,149.86,162.56
185,66,59,F,63,15,167.64,149.86,160.02
185,66,59,F,62,15,167.64,149.86,157.48
185,66,59,F,61,15,167.64,149.86,154.94
185,66,59,F,60,15,167.64,149.86,152.4
185,66,59,F,58,15,167.64,149.86,147.32
185,66,59,F,57,15,167.64,149.86,144.78
186,65,67,M,66.5,4,165.1,170.18,168.91
186,65,67,M,66,4,165.1,170.18,167.64
186,65,67,M,66,4,165.1,170.18,167.64
186,65,67,F,65,4,165.1,170.18,165.1
187,65,67,F,63,1,165.1,170.18,160.02
188,65,66,M,63,4,165.1,167.64,160.02
188,65,66,F,63,4,165.1,167.64,160.02
188,65,66,F,63,4,165.1,167.64,160.02
188,65,66,F,60,4,165.1,167.64,152.4
190,65,65,M,69,9,165.1,165.1,175.26
190,65,65,M,68,9,165.1,165.1,172.72
190,65,65,M,68,9,165.1,165.1,172.72
190,65,65,F,65,9,165.1,165.1,165.1
190,65,65,F,65,9,165.1,165.1,165.1
190,65,65,F,62,9,165.1,165.1,157.48
190,65,65,F,62,9,165.1,165.1,157.48
190,65,65,F,61,9,165.1,165.1,154.94
190,65,65,F,59,9,165.1,165.1,149.86
191,65,65.5,M,70.7,2,165.1,166.37,179.578
191,65,65.5,F,65.5,2,165.1,166.37,166.37
192,65,65,M,69.2,6,165.1,165.1,175.768
192,65,65,M,69,6,165.1,165.1,175.26
192,65,65,M,68,6,165.1,165.1,172.72
192,65,65,M,67.7,6,165.1,165.1,171.958
192,65,65,F,64.5,6,165.1,165.1,163.83
192,65,65,F,60.5,6,165.1,165.1,153.67
193,65,64,M,67,6,165.1,162.56,170.18
193,65,64,M,67,6,165.1,162.56,170.18
193,65,64,F,64,6,165.1,162.56,162.56
193,65,64,F,64,6,165.1,162.56,162.56
193,65,64,F,62.5,6,165.1,162.56,158.75
193,65,64,F,60.5,6,165.1,162.56,153.67
194,65,63,M,70,2,165.1,160.02,177.8
194,65,63,F,63,2,165.1,160.02,160.02
195,65,63,M,66,3,165.1,160.02,167.64
195,65,63,M,66,3,165.1,160.02,167.64
195,65,63,F,63,3,165.1,160.02,160.02
196,65.5,63,M,71,4,166.37,160.02,180.34
196,65.5,63,M,71,4,166.37,160.02,180.34
196,65.5,63,M,69,4,166.37,160.02,175.26
196,65.5,63,F,63.5,4,166.37,160.02,161.29
197,65.5,60,M,68,5,166.37,152.4,172.72
197,65.5,60,M,68,5,166.37,152.4,172.72
197,65.5,60,M,67,5,166.37,152.4,170.18
197,65.5,60,M,67,5,166.37,152.4,170.18
197,65.5,60,F,62,5,166.37,152.4,157.48
198,64,64,M,71.5,7,162.56,162.56,181.61
198,64,64,M,68,7,162.56,162.56,172.72
198,64,64,F,65.5,7,162.56,162.56,166.37
198,64,64,F,64,7,162.56,162.56,162.56
198,64,64,F,62,7,162.56,162.56,157.48
198,64,64,F,62,7,162.56,162.56,157.48
198,64,64,F,61,7,162.56,162.56,154.94
199,64,64,M,70.5,7,162.56,162.56,179.07
199,64,64,M,68,7,162.56,162.56,172.72
199,64,64,F,67,7,162.56,162.56,170.18
199,64,64,F,65,7,162.56,162.56,165.1
199,64,64,F,64,7,162.56,162.56,162.56
199,64,64,F,64,7,162.56,162.56,162.56
199,64,64,F,60,7,162.56,162.56,152.4
200,64,63,M,64.5,1,162.56,160.02,163.83
201,64,60,M,66,2,162.56,152.4,167.64
201,64,60,F,60,2,162.56,152.4,152.4
203,62,66,M,64,3,157.48,167.64,162.56
203,62,66,F,62,3,157.48,167.64,157.48
203,62,66,F,61,3,157.48,167.64,154.94
204,62.5,63,M,66.5,2,158.75,160.02,168.91
204,62.5,63,F,57,2,158.75,160.02,144.78
205,68.5,65,M,72,8,173.99,165.1,182.88
205,68.5,65,M,70.5,8,173.99,165.1,179.07
205,68.5,65,M,68.7,8,173.99,165.1,174.498
205,68.5,65,M,68.5,8,173.99,165.1,173.99
205,68.5,65,M,67.7,8,173.99,165.1,171.958
205,68.5,65,F,64,8,173.99,165.1,162.56
205,68.5,65,F,63.5,8,173.99,165.1,161.29
205,68.5,65,F,63,8,173.99,165.1,160.02
