Family,Father,Mother,Gender,Height,Kids,Father(cm),mother(cm),Height(cm)
271,65.4 ,61.0 ,M,66.1 ,2,166,155,168
272,66.9 ,64.2 ,F,64.6 ,4,170,163,164
272,66.9 ,64.2 ,F,63.4 ,4,170,163,161
272,66.9 ,64.2 ,F,62.2 ,4,170,163,158
272,66.9 ,64.2 ,F,61.4 ,4,170,163,156
273,66.1 ,65.0 ,F,62.2 ,1,168,165,158
274,70.9 ,66.9 ,F,70.0 ,1,180,170,177.7
275,68.5 ,61.0 ,M,66.9 ,1,174,155,170
276,66.5 ,64.6 ,F,62.2 ,1,169,164,158
277,68.3 ,62.8 ,F,61.8 ,3,173.5,159.5,157
277,68.3 ,62.8 ,F,61.0 ,3,173.5,159.5,155
277,68.3 ,62.8 ,M,68.7 ,3,173.5,159.5,174.5
279,68.1 ,61.4 ,F,65.0 ,4,173,156,165
279,68.1 ,61.4 ,F,63.8 ,4,173,156,162.1
279,68.1 ,61.4 ,F,63.1 ,4,173,156,160.4
279,68.1 ,61.4 ,M,67.7 ,4,173,156,172
280,68.9 ,64.2 ,F,65.7 ,2,175,163,167
280,68.9 ,64.2 ,M,72.8 ,2,175,163,184.8
281,69.3 ,64.6 ,F,66.9 ,2,176,164,170
281,69.3 ,64.6 ,F,64.2 ,2,176,164,163
282,68.9 ,66.1 ,M,71.7 ,1,175,168,182
283,68.5 ,60.6 ,F,64.6 ,4,174,154,164
283,68.5 ,60.6 ,F,62.2 ,4,174,154,158
283,68.5 ,60.6 ,F,61.4 ,4,174,154,156
283,68.5 ,60.6 ,M,70.1 ,4,174,154,178
284,69.3 ,65.7 ,M,72.0 ,2,176,167,183
284,69.3 ,65.7 ,M,70.1 ,2,176,167,178
285,69.3 ,59.8 ,F,62.5 ,1,176,152,158.7
286,67.7 ,62.6 ,F,62.2 ,2,172,159,158
286,67.7 ,62.6 ,M,68.5 ,2,172,159,174
287,68.1 ,61.8 ,F,66.1 ,2,173,157,168
287,68.1 ,61.8 ,F,61.8 ,2,173,157,157
288,70.1 ,66.1 ,F,64.4 ,1,178,168,163.5
289,68.9 ,64.2 ,F,63.0 ,2,175,163,160
289,68.9 ,64.2 ,M,69.7 ,2,175,163,177
290,67.7 ,64.2 ,F,67.2 ,2,172,163,170.7
290,67.7 ,64.2 ,F,65.0 ,2,172,163,165
291,70.4 ,66.5 ,F,65.9 ,2,178.9,169,167.3
291,70.4 ,66.5 ,F,65.0 ,2,178.9,169,165
292,68.7 ,61.4 ,F,62.6 ,2,174.5,156,158.9
292,68.7 ,61.4 ,F,60.2 ,2,174.5,156,153
294,69.7 ,65.0 ,F,64.6 ,2,177,165,164
294,69.7 ,65.0 ,M,72.4 ,2,177,165,184
295,70.1 ,63.0 ,F,63.4 ,1,178,160,161
296,66.9 ,65.0 ,F,65.0 ,2,170,165,165
296,66.9 ,65.0 ,M,71.3 ,2,170,165,181
297,69.7 ,63.0 ,F,65.7 ,3,177,160,167
297,69.7 ,63.0 ,F,63.8 ,3,177,160,162
297,69.7 ,63.0 ,M,69.3 ,3,177,160,176
299,66.1 ,61.2 ,F,62.1 ,2,168,155.5,157.8
299,66.1 ,61.2 ,M,67.4 ,2,168,155.5,171.2
300,72.0 ,66.1 ,F,67.8 ,2,183,168,172.3
300,72.0 ,66.1 ,F,66.5 ,2,183,168,169
301,66.5 ,64.6 ,F,61.8 ,2,169,164,157
301,66.5 ,64.6 ,F,61.8 ,2,169,164,157
302,70.1 ,61.4 ,F,61.8 ,1,178,156,157
304,69.3 ,61.0 ,M,70.1 ,1,176,155,178
305,71.3 ,65.7 ,M,72.4 ,2,181,167,184
305,71.3 ,65.7 ,M,69.0 ,2,181,167,175.3
306,70.9 ,61.0 ,F,66.6 ,2,180,155,169.2
306,70.9 ,61.0 ,F,66.1 ,2,180,155,168
307,66.5 ,59.1 ,M,64.6 ,1,169,150,164
308,68.1 ,61.0 ,F,62.4 ,1,173,155,158.5
309,68.1 ,61.7 ,F,62.3 ,2,173.1,156.8,158.3
309,68.1 ,61.7 ,M,68.6 ,2,173.1,156.8,174.2
310,67.7 ,59.8 ,F,63.5 ,1,172,152,161.3
311,67.8 ,62.2 ,M,69.4 ,1,172.3,158.1,176.2
312,68.5 ,65.0 ,F,62.2 ,2,174,165,158
312,68.5 ,65.0 ,M,69.2 ,2,174,165,175.8
313,66.9 ,64.2 ,F,67.8 ,2,170,163,172.2
313,66.9 ,64.2 ,M,72.8 ,2,170,163,185
314,68.5 ,66.5 ,F,68.1 ,2,174,169,173
314,68.5 ,66.5 ,M,69.7 ,2,174,169,177
315,68.5 ,62.6 ,F,63.4 ,1,174,159,161
316,67.7 ,59.1 ,F,62.2 ,2,172,150,158
316,67.7 ,59.1 ,M,67.7 ,2,172,150,172
317,72.0 ,62.2 ,F,62.6 ,1,183,158,159
318,68.1 ,64.2 ,F,63.0 ,1,173,163,160
319,67.7 ,63.0 ,F,66.1 ,2,172,160,168
319,67.7 ,63.0 ,F,63.8 ,2,172,160,162
320,69.7 ,65.4 ,F,65.0 ,1,177,166,165
321,71.3 ,65.4 ,F,64.1 ,1,181,166,162.7
322,67.3 ,63.4 ,F,63.8 ,1,171,161,162
323,68.9 ,65.7 ,F,64.4 ,1,175,167,163.5
325,64.2 ,65.0 ,F,64.7 ,1,163,165,164.4
326,67.3 ,66.5 ,F,66.1 ,2,171,169,168
326,67.3 ,66.5 ,M,71.7 ,2,171,169,182
327,66.1 ,67.7 ,M,72.4 ,1,168,172,184
328,67.8 ,62.4 ,F,63.0 ,2,172.2,158.6,160
328,67.8 ,62.4 ,M,67.8 ,2,172.2,158.6,172.1
329,63.0 ,63.8 ,F,64.2 ,2,160,162,163
329,63.0 ,63.8 ,F,62.2 ,2,160,162,158
330,68.1 ,65.0 ,F,64.6 ,3,173,165,164
330,68.1 ,65.0 ,F,63.0 ,3,173,165,160
330,68.1 ,65.0 ,M,68.1 ,3,173,165,173
331,70.9 ,65.0 ,F,64.6 ,2,180,165,164
331,70.9 ,65.0 ,M,72.0 ,2,180,165,183
332,68.9 ,63.0 ,F,62.2 ,2,175,160,158
332,68.9 ,63.0 ,M,68.9 ,2,175,160,175
333,65.0 ,63.0 ,F,59.1 ,1,165,160,150
334,72.8 ,66.1 ,M,74.0 ,1,185,168,188
335,67.7 ,60.2 ,F,62.9 ,2,172,153,159.8
335,67.7 ,60.2 ,F,62.2 ,2,172,153,158
336,66.9 ,61.0 ,F,65.3 ,2,170,155,165.8
336,66.9 ,61.0 ,M,66.9 ,2,170,155,170
337,71.4 ,63.8 ,F,66.1 ,2,181.3,162,168
337,71.4 ,63.8 ,M,69.5 ,2,181.3,162,176.5
338,70.0 ,62.2 ,M,68.7 ,1,177.7,158,174.4
339,65.0 ,63.0 ,F,60.9 ,3,165,160,154.8
339,65.0 ,63.0 ,M,68.0 ,3,165,160,172.8
339,65.0 ,63.0 ,M,66.9 ,3,165,160,169.8
340,66.9 ,63.0 ,F,60.6 ,2,170,160,154
340,66.9 ,63.0 ,M,66.9 ,2,170,160,170
341,67.0 ,61.3 ,F,62.3 ,2,170.2,155.8,158.3
341,67.0 ,61.3 ,M,66.9 ,2,170.2,155.8,170
342,65.7 ,64.2 ,F,63.7 ,2,167,163,161.7
342,65.7 ,64.2 ,F,62.9 ,2,167,163,159.8
344,71.3 ,64.4 ,F,65.4 ,1,181,163.5,166
345,66.9 ,61.0 ,F,60.6 ,1,170,155,154
346,68.8 ,61.6 ,F,65.8 ,2,174.8,156.4,167.2
346,68.8 ,61.6 ,M,68.3 ,2,174.8,156.4,173.4
347,68.9 ,62.2 ,F,64.6 ,2,175,158,164
347,68.9 ,62.2 ,M,68.1 ,2,175,158,173
348,70.1 ,60.2 ,F,61.5 ,2,178,153,156.1
348,70.1 ,60.2 ,M,68.5 ,2,178,153,174
349,66.9 ,62.2 ,F,64.6 ,2,170,158,164
349,66.9 ,62.2 ,F,63.0 ,2,170,158,160
350,70.1 ,63.8 ,M,68.7 ,1,178,162,174.5
351,66.1 ,59.1 ,F,61.4 ,2,168,150,156
351,66.1 ,59.1 ,F,59.4 ,2,168,150,151
352,67.5 ,58.5 ,F,60.9 ,1,171.5,148.5,154.6
353,69.7 ,64.6 ,F,62.2 ,2,177,164,158
353,69.7 ,64.6 ,M,68.1 ,2,177,164,173
354,66.5 ,63.0 ,M,68.1 ,1,169,160,173
355,68.9 ,66.1 ,F,67.5 ,2,175,168,171.4
355,68.9 ,66.1 ,M,72.0 ,2,175,168,183
356,62.6 ,61.4 ,F,61.1 ,2,159,156,155.2
356,62.6 ,61.4 ,F,60.8 ,2,159,156,154.4
357,68.5 ,63.0 ,M,70.9 ,1,174,160,180
358,69.7 ,63.0 ,F,64.2 ,1,177,160,163
359,66.9 ,62.2 ,F,62.1 ,4,170,158,157.7
359,66.9 ,62.2 ,F,60.6 ,4,170,158,154
359,66.9 ,62.2 ,M,71.5 ,4,170,158,181.7
359,66.9 ,62.2 ,M,71.1 ,4,170,158,180.5
360,68.6 ,61.5 ,F,62.0 ,3,174.3,156.2,157.5
360,68.6 ,61.5 ,M,73.0 ,3,174.3,156.2,185.3
360,68.6 ,61.5 ,M,68.7 ,3,174.3,156.2,174.6
361,68.1 ,64.2 ,F,64.9 ,2,173,163,164.8
361,68.1 ,64.2 ,M,70.1 ,2,173,163,178
362,67.7 ,63.8 ,M,68.6 ,1,172,162,174.2
363,67.1 ,64.7 ,F,66.8 ,2,170.4,164.3,169.7
363,67.1 ,64.7 ,F,66.1 ,2,170.4,164.3,167.8
364,70.1 ,65.0 ,M,72.1 ,2,178,165,183.2
364,70.1 ,65.0 ,M,70.1 ,2,178,165,178
365,70.1 ,65.4 ,F,67.0 ,2,178,166,170.1
365,70.1 ,65.4 ,F,66.5 ,2,178,166,169
366,67.2 ,63.9 ,F,65.5 ,1,170.6,162.3,166.3
367,67.1 ,61.3 ,F,60.5 ,2,170.5,155.8,153.7
367,67.1 ,61.3 ,M,65.1 ,2,170.5,155.8,165.4
368,72.0 ,63.4 ,F,66.1 ,2,183,161,168
368,72.0 ,63.4 ,M,68.5 ,2,183,161,174
369,66.3 ,64.2 ,F,63.7 ,2,168.3,163,161.9
369,66.3 ,64.2 ,F,62.0 ,2,168.3,163,157.6
370,66.9 ,62.6 ,F,63.4 ,1,170,159,161
371,68.5 ,64.2 ,F,66.0 ,2,174,163,167.7
371,68.5 ,64.2 ,M,72.4 ,2,174,163,184
373,66.9 ,65.0 ,F,63.4 ,1,170,165,161
374,68.5 ,64.6 ,F,62.9 ,1,174,164,159.7
375,72.0 ,64.2 ,M,74.8 ,3,183,163,190
375,72.0 ,64.2 ,M,70.9 ,3,183,163,180
375,72.0 ,64.2 ,M,67.3 ,3,183,163,171
376,66.9 ,62.2 ,F,63.8 ,2,170,158,162
376,66.9 ,62.2 ,F,63.8 ,2,170,158,162
377,68.9 ,65.0 ,M,66.9 ,1,175,165,170
378,64.6 ,59.1 ,F,64.2 ,1,164,150,163
379,73.6 ,61.4 ,F,65.0 ,2,187,156,165
379,73.6 ,61.4 ,M,70.9 ,2,187,156,180
380,65.0 ,62.2 ,M,68.5 ,2,165,158,174
380,65.0 ,62.2 ,M,66.1 ,2,165,158,168
381,69.7 ,61.0 ,F,64.6 ,2,177,155,164
381,69.7 ,61.0 ,F,61.8 ,2,177,155,157
382,66.1 ,64.2 ,F,64.2 ,3,168,163,163
382,66.1 ,64.2 ,M,72.0 ,3,168,163,183
382,66.1 ,64.2 ,M,70.9 ,3,168,163,180
383,67.9 ,64.6 ,F,63.1 ,1,172.5,164.2,160.3
384,72.8 ,64.6 ,F,66.7 ,2,185,164,169.5
384,72.8 ,64.6 ,M,72.6 ,2,185,164,184.3
385,65.7 ,61.0 ,F,61.0 ,1,167,155,155
386,66.9 ,62.6 ,F,62.4 ,1,170,159,158.6
388,65.0 ,63.0 ,F,64.4 ,2,165,160,163.5
388,65.0 ,63.0 ,F,62.2 ,2,165,160,158
389,69.7 ,63.0 ,M,67.3 ,2,177,160,171
389,69.7 ,63.0 ,M,69.4 ,2,177,160,176.3
390,67.7 ,61.2 ,F,63.0 ,1,172,155.5,160.1
391,68.5 ,64.6 ,F,63.0 ,2,174,164,160
391,68.5 ,64.6 ,F,62.2 ,2,174,164,158
392,68.5 ,62.2 ,F,64.2 ,2,174,158,163
392,68.5 ,62.2 ,M,66.5 ,2,174,158,169
393,67.7 ,63.0 ,F,64.3 ,2,172,160,163.2
393,67.7 ,63.0 ,M,70.1 ,2,172,160,178
394,71.7 ,63.8 ,F,64.6 ,1,182,162,164
395,66.1 ,59.4 ,F,63.8 ,2,168,151,162
395,66.1 ,59.4 ,M,66.9 ,2,168,151,170
396,67.8 ,63.5 ,F,60.6 ,2,172.3,161.2,154
396,67.8 ,63.5 ,M,67.7 ,2,172.3,161.2,172
397,65.7 ,63.8 ,F,64.6 ,2,167,162,164
397,65.7 ,63.8 ,M,66.9 ,2,167,162,170
398,70.9 ,64.2 ,F,68.1 ,2,180,163,173
398,70.9 ,64.2 ,M,70.1 ,2,180,163,178
399,71.3 ,62.6 ,F,63.5 ,2,181,159,161.2
399,71.3 ,62.6 ,M,69.5 ,2,181,159,176.5
400,68.6 ,61.8 ,F,65.9 ,1,174.3,157,167.4
401,68.9 ,63.8 ,F,65.7 ,3,175,162,167
401,68.9 ,63.8 ,F,64.8 ,3,175,162,164.5
401,68.9 ,63.8 ,M,70.7 ,3,175,162,179.5
402,66.9 ,62.6 ,F,64.4 ,1,170,159,163.7
403,68.1 ,65.0 ,M,70.1 ,1,173,165,178
404,68.7 ,62.2 ,F,64.5 ,3,174.5,158,163.8
404,68.7 ,62.2 ,F,62.4 ,3,174.5,158,158.5
404,68.7 ,62.2 ,M,70.7 ,3,174.5,158,179.7
405,68.9 ,65.7 ,F,67.7 ,2,175,167,172
405,68.9 ,65.7 ,F,64.2 ,2,175,167,163
406,69.3 ,66.2 ,F,67.1 ,2,176,168.1,170.4
406,69.3 ,66.2 ,M,70.2 ,2,176,168.1,178.4
407,68.5 ,66.1 ,M,71.3 ,1,174,168,181
408,70.7 ,65.0 ,F,66.4 ,1,179.5,165,168.7
409,64.6 ,63.8 ,F,63.0 ,2,164,162,160
409,64.6 ,63.8 ,M,70.1 ,2,164,162,178
410,65.4 ,62.2 ,F,66.5 ,3,166,158,169
410,65.4 ,62.2 ,M,67.0 ,3,166,158,170.2
410,65.4 ,62.2 ,M,65.2 ,3,166,158,165.5
411,67.7 ,65.4 ,F,64.0 ,1,172,166,162.5
412,70.1 ,63.0 ,F,66.3 ,1,178,160,168.5
413,69.9 ,59.1 ,F,62.2 ,1,177.5,150.2,158
414,69.3 ,61.0 ,F,61.4 ,1,176,155,156
415,68.5 ,64.6 ,F,65.7 ,2,174,164,167
415,68.5 ,64.6 ,M,68.7 ,2,174,164,174.5
416,66.1 ,62.2 ,F,63.0 ,2,168,158,160
416,66.1 ,62.2 ,M,68.5 ,2,168,158,174
417,66.9 ,63.0 ,F,64.6 ,3,170,160,164
417,66.9 ,63.0 ,M,67.7 ,3,170,160,172
417,66.9 ,63.0 ,M,67.3 ,3,170,160,171
418,66.5 ,64.7 ,M,68.9 ,1,169,164.3,175
419,70.9 ,64.2 ,F,65.0 ,3,180,163,165
419,70.9 ,64.2 ,F,63.3 ,3,180,163,160.7
419,70.9 ,64.2 ,M,66.9 ,3,180,163,170
421,70.3 ,60.7 ,F,64.9 ,2,178.5,154.2,164.8
421,70.3 ,60.7 ,M,69.4 ,2,178.5,154.2,176.3
422,68.1 ,61.8 ,F,61.4 ,2,173,157,156
422,68.1 ,61.8 ,F,60.2 ,2,173,157,153
423,70.9 ,66.0 ,F,65.3 ,1,180.2,167.6,165.8
424,66.1 ,61.0 ,F,61.2 ,1,168,155,155.4
425,67.1 ,66.3 ,M,67.6 ,1,170.5,168.3,171.7
426,67.8 ,62.9 ,F,63.9 ,2,172.3,159.8,162.3
426,67.8 ,62.9 ,M,68.0 ,2,172.3,159.8,172.6
427,70.9 ,62.2 ,F,64.6 ,1,180,158,164
428,66.5 ,64.2 ,F,68.1 ,2,169,163,173
428,66.5 ,64.2 ,F,63.8 ,2,169,163,162
429,72.8 ,65.0 ,F,66.1 ,2,185,165,168
429,72.8 ,65.0 ,M,70.9 ,2,185,165,180
430,66.1 ,59.8 ,M,68.2 ,2,168,152,173.2
430,66.1 ,59.8 ,M,67.3 ,2,168,152,171
431,73.2 ,64.2 ,F,65.2 ,2,186,163,165.7
431,73.2 ,64.2 ,M,73.9 ,2,186,163,187.6
432,67.8 ,62.9 ,F,63.5 ,2,172.1,159.8,161.2
432,67.8 ,62.9 ,M,67.9 ,2,172.1,159.8,172.5
434,67.3 ,60.2 ,F,62.6 ,2,171,153,159
434,67.3 ,60.2 ,F,61.4 ,2,171,153,156
435,66.5 ,62.2 ,F,60.6 ,2,169,158,153.8
435,66.5 ,62.2 ,M,70.1 ,2,169,158,178
436,67.9 ,64.3 ,M,68.2 ,1,172.5,163.2,173.3
437,68.1 ,65.4 ,M,70.3 ,1,173,166,178.5
438,66.9 ,61.0 ,F,65.4 ,2,170,155,166
438,66.9 ,61.0 ,M,69.7 ,2,170,155,177
439,66.1 ,63.8 ,F,61.8 ,1,168,162,157
440,66.1 ,63.0 ,F,64.6 ,3,168,160,164
440,66.1 ,63.0 ,F,62.2 ,3,168,160,158
440,66.1 ,63.0 ,M,68.1 ,3,168,160,173
441,66.9 ,61.0 ,F,65.0 ,3,170,155,165
441,66.9 ,61.0 ,F,63.8 ,3,170,155,162
441,66.9 ,61.0 ,M,67.3 ,3,170,155,171
442,67.7 ,62.2 ,F,64.6 ,1,172,158,164
443,67.4 ,66.3 ,M,71.3 ,2,171.2,168.4,181
443,67.4 ,66.3 ,M,68.7 ,2,171.2,168.4,174.4
444,69.7 ,66.1 ,F,67.0 ,2,177,168,170.3
444,69.7 ,66.1 ,M,70.9 ,2,177,168,180
445,66.1 ,58.3 ,M,68.1 ,1,167.9,148,173
446,70.1 ,63.0 ,F,65.7 ,3,178,160,167
446,70.1 ,63.0 ,F,64.6 ,3,178,160,164
446,70.1 ,63.0 ,M,64.2 ,3,178,160,163
447,67.4 ,63.3 ,M,69.5 ,1,171.2,160.9,176.6
448,68.1 ,66.1 ,F,66.9 ,3,173,168,170
448,68.1 ,66.1 ,F,65.7 ,3,173,168,167
448,68.1 ,66.1 ,F,64.6 ,3,173,168,164
449,68.1 ,61.8 ,F,65.7 ,1,173,157,166.8
450,70.2 ,60.7 ,F,60.3 ,1,178.2,154.3,153.1
452,65.7 ,62.9 ,F,62.6 ,1,167,159.8,158.9
453,70.1 ,64.2 ,F,66.9 ,2,178,163,170
453,70.1 ,64.2 ,F,66.1 ,2,178,163,168
454,69.3 ,61.4 ,M,67.3 ,1,176,156,171
455,67.4 ,63.8 ,F,61.9 ,1,171.3,162,157.2
457,71.3 ,66.1 ,F,64.2 ,2,181,168,163
457,71.3 ,66.1 ,M,71.7 ,2,181,168,182.1
458,66.9 ,66.1 ,M,68.3 ,1,170,168,173.5
459,63.5 ,60.5 ,M,66.6 ,3,161.3,153.7,169.2
459,63.5 ,60.5 ,M,66.5 ,3,161.3,153.7,168.9
459,63.5 ,60.5 ,M,66.4 ,3,161.3,153.7,168.7
461,66.5 ,63.0 ,F,61.0 ,2,169,160,155
461,66.5 ,63.0 ,F,60.2 ,2,169,160,153
462,65.0 ,61.8 ,F,63.0 ,2,165,157,160
462,65.0 ,61.8 ,F,61.9 ,2,165,157,157.3
463,67.7 ,65.0 ,F,66.1 ,1,172,165,167.8
464,70.9 ,62.2 ,F,65.9 ,2,180,158,167.3
464,70.9 ,62.2 ,M,72.8 ,2,180,158,185
465,69.7 ,62.2 ,F,63.7 ,2,177,158,161.8
465,69.7 ,62.2 ,M,69.7 ,2,177,158,177
466,70.9 ,63.0 ,F,63.5 ,1,180,160,161.4
467,68.1 ,61.4 ,F,63.0 ,2,173,156,160.1
467,68.1 ,61.4 ,F,61.8 ,2,173,156,157
468,72.0 ,62.2 ,F,61.5 ,1,183,158,156.2
469,66.5 ,63.2 ,F,63.8 ,1,169,160.5,162
470,64.2 ,59.8 ,F,65.7 ,2,163,152,167
470,64.2 ,59.8 ,M,66.9 ,2,163,152,170
471,66.9 ,64.7 ,F,65.0 ,2,169.8,164.3,165.1
471,66.9 ,64.7 ,M,69.7 ,2,169.8,164.3,177
472,67.7 ,63.8 ,F,63.0 ,2,172,162,160
472,67.7 ,63.8 ,F,63.0 ,2,172,162,160
473,66.9 ,65.7 ,F,63.0 ,2,170,167,160.1
473,66.9 ,65.7 ,M,69.1 ,2,170,167,175.6
475,68.5 ,65.4 ,F,66.1 ,1,174,166,168
476,73.6 ,65.0 ,F,65.4 ,1,187,165,166
477,68.9 ,66.9 ,F,70.0 ,1,175,170,177.8
478,66.1 ,62.2 ,F,60.6 ,2,168,158,154
478,66.1 ,62.2 ,M,66.9 ,2,168,158,170
479,65.7 ,59.1 ,F,61.0 ,1,167,150,155
480,68.1 ,63.5 ,F,62.6 ,2,173,161.2,159
480,68.1 ,63.5 ,F,61.7 ,2,173,161.2,156.6
481,68.1 ,63.8 ,F,66.1 ,2,173,162,168
481,68.1 ,63.8 ,M,70.7 ,2,173,162,179.5
482,66.9 ,60.2 ,F,62.2 ,2,170,153,158.1
482,66.9 ,60.2 ,F,61.4 ,2,170,153,156
483,68.1 ,62.2 ,F,64.2 ,1,173,158,163
484,67.0 ,64.3 ,F,62.4 ,1,170.1,163.3,158.5
485,71.0 ,64.5 ,F,69.2 ,1,180.3,163.8,175.7
486,71.3 ,65.7 ,F,68.3 ,1,181,167,173.5
488,65.7 ,62.2 ,F,65.0 ,2,167,158,165
488,65.7 ,62.2 ,M,69.7 ,2,167,158,177
489,67.0 ,62.8 ,F,63.5 ,1,170.3,159.6,161.4
490,71.3 ,65.9 ,F,64.3 ,1,181,167.5,163.4
491,65.9 ,65.2 ,M,69.5 ,1,167.5,165.5,176.5
492,69.6 ,63.9 ,F,65.1 ,2,176.9,162.2,165.3
492,69.6 ,63.9 ,F,63.1 ,2,176.9,162.2,160.2
493,66.9 ,61.0 ,F,64.6 ,2,170,155,164
493,66.9 ,61.0 ,F,64.2 ,2,170,155,163
494,66.9 ,62.6 ,F,64.7 ,1,170,159,164.3
495,68.5 ,59.1 ,F,61.0 ,2,174,150,155
495,68.5 ,59.1 ,M,67.7 ,2,174,150,172
496,71.7 ,63.0 ,F,65.7 ,2,182,160,167
496,71.7 ,63.0 ,F,65.4 ,2,182,160,166
497,67.7 ,61.4 ,F,62.2 ,2,172,156,158
497,67.7 ,61.4 ,M,66.1 ,2,172,156,167.9
498,68.9 ,59.4 ,F,61.0 ,2,175,151,155
498,68.9 ,59.4 ,M,66.1 ,2,175,151,168
499,68.5 ,62.2 ,F,64.4 ,2,174,158,163.5
499,68.5 ,62.2 ,F,61.0 ,2,174,158,155
500,68.5 ,60.6 ,F,63.0 ,2,174,154,160
500,68.5 ,60.6 ,M,69.3 ,2,174,154,176.1
501,65.7 ,61.8 ,F,64.2 ,2,167,157,163
501,65.7 ,61.8 ,F,63.4 ,2,167,157,161
502,67.7 ,64.6 ,F,62.6 ,2,172,164,159
502,67.7 ,64.6 ,F,60.8 ,2,172,164,154.5
503,68.1 ,61.0 ,F,62.4 ,2,173,155,158.5
503,68.1 ,61.0 ,F,61.2 ,2,173,155,155.5
504,67.3 ,63.8 ,F,61.0 ,1,171,162,155
505,66.3 ,61.2 ,F,61.1 ,2,168.3,155.4,155.3
505,66.3 ,61.2 ,F,60.2 ,2,168.3,155.4,153
506,66.9 ,65.0 ,M,70.1 ,1,170,165,178
507,69.3 ,65.7 ,F,67.0 ,2,176,167,170.2
507,69.3 ,65.7 ,F,62.6 ,2,176,167,159
508,64.2 ,62.2 ,F,63.0 ,2,163,158,160
508,64.2 ,62.2 ,M,70.9 ,2,163,158,180
509,68.1 ,63.0 ,M,70.9 ,2,173,160,180
509,68.1 ,63.0 ,M,68.2 ,2,173,160,173.2
510,68.9 ,61.4 ,F,63.0 ,2,175,156,160
510,68.9 ,61.4 ,M,69.7 ,2,175,156,177
511,65.2 ,65.0 ,F,62.4 ,2,165.5,165,158.5
511,65.2 ,65.0 ,M,67.2 ,2,165.5,165,170.7
513,70.1 ,66.9 ,F,66.1 ,2,178,170,168
513,70.1 ,66.9 ,M,71.7 ,2,178,170,182
514,66.1 ,62.2 ,F,61.7 ,2,168,157.9,156.7
514,66.1 ,62.2 ,M,69.6 ,2,168,157.9,176.8
515,66.6 ,59.6 ,F,63.8 ,4,169.2,151.3,162.1
515,66.6 ,59.6 ,F,63.1 ,4,169.2,151.3,160.3
515,66.6 ,59.6 ,F,62.1 ,4,169.2,151.3,157.8
515,66.6 ,59.6 ,M,67.1 ,4,169.2,151.3,170.4
516,67.7 ,62.2 ,M,68.1 ,1,172,158,173
517,74.0 ,65.7 ,F,65.4 ,2,188,167,166
517,74.0 ,65.7 ,F,65.4 ,2,188,167,166
518,70.9 ,63.0 ,F,63.0 ,1,180,160,160
519,69.7 ,65.4 ,F,65.4 ,1,177,166,166
520,66.9 ,65.7 ,F,63.0 ,1,170,167,160
521,70.1 ,69.7 ,F,65.4 ,1,178,177,166
522,70.9 ,66.9 ,F,69.7 ,1,180,170,177
523,66.1 ,63.0 ,F,62.2 ,3,168,160,158
523,66.1 ,63.0 ,F,61.8 ,3,168,160,157
523,66.1 ,63.0 ,M,68.5 ,3,168,160,174
524,68.1 ,66.9 ,F,66.9 ,1,173,170,170
525,67.8 ,62.4 ,F,64.4 ,3,172.1,158.5,163.7
525,67.8 ,62.4 ,M,70.1 ,3,172.1,158.5,178
525,67.8 ,62.4 ,M,68.9 ,3,172.1,158.5,175
526,70.3 ,61.4 ,F,65.0 ,1,178.5,156,165
527,67.7 ,64.6 ,F,62.3 ,1,172,164,158.3
528,67.3 ,63.4 ,F,63.4 ,1,171,161,161
529,68.5 ,61.4 ,F,63.0 ,2,174,156,160
529,68.5 ,61.4 ,M,68.9 ,2,174,156,175
530,65.7 ,63.8 ,F,59.1 ,1,167,162,150
531,68.5 ,66.1 ,F,64.6 ,1,174,168,164
532,70.9 ,63.0 ,F,64.6 ,2,180,160,164
532,70.9 ,63.0 ,F,63.4 ,2,180,160,161
533,70.9 ,63.0 ,F,68.9 ,1,180,160,175
534,68.1 ,62.6 ,F,66.1 ,3,173,159,167.8
534,68.1 ,62.6 ,F,65.7 ,3,173,159,167
534,68.1 ,62.6 ,F,64.2 ,3,173,159,163
535,68.2 ,64.3 ,M,69.6 ,2,173.2,163.4,176.7
535,68.2 ,64.3 ,M,69.0 ,2,173.2,163.4,175.3
536,70.9 ,65.7 ,M,72.2 ,1,180,167,183.5
537,68.1 ,65.0 ,M,69.6 ,2,173,165,176.8
537,68.1 ,65.0 ,M,66.5 ,2,173,165,169
538,70.3 ,63.0 ,F,64.0 ,2,178.5,160.1,162.5
538,70.3 ,63.0 ,M,70.9 ,2,178.5,160.1,180.1
539,67.9 ,63.7 ,F,66.8 ,3,172.5,161.8,169.7
539,67.9 ,63.7 ,F,64.3 ,3,172.5,161.8,163.4
539,67.9 ,63.7 ,F,62.4 ,3,172.5,161.8,158.4
540,69.3 ,62.2 ,F,64.2 ,2,176,158,163
540,69.3 ,62.2 ,M,68.1 ,2,176,158,173
541,70.1 ,63.0 ,F,63.0 ,2,178,160,160
541,70.1 ,63.0 ,F,62.2 ,2,178,160,158
542,66.3 ,62.7 ,F,62.8 ,1,168.3,159.2,159.6
543,67.7 ,62.6 ,F,62.2 ,1,172,159,158
544,66.1 ,64.2 ,F,63.0 ,2,168,163,160
544,66.1 ,64.2 ,F,60.6 ,2,168,163,154
545,72.8 ,62.2 ,F,62.6 ,2,185,158,159
545,72.8 ,62.2 ,M,72.4 ,2,185,158,184
